# MOVE graph names, keyed by CPathID (CRC-32 of the lowercased name).
# Generated by `jackall-cli move names`; do not hand-edit.
# Recovered from the *named.bin authoring twins by hashing every string they
# hold and keeping the ones a loadable graph actually keys on - so every row
# here is self-proving, and the twins' own format never had to be decoded.
003CC546	ml12_se03_Victim_SitAlerted_idle
ECE4B290	Pawn_ST_Rest_Eat2
ECFE1031	ML07_SE04_DJLord_Talkmic_DialB_DialC_DialD
ED04787B	sm11_se01apr_boss_briefing
ED3333AF	sm03_se02b_civma2_convo_idle
ED58C27A	ML12_SE01_Boss_Offer
ED8E7754	jeepliberty
EE10E984	pawn_hmrhealth_carrywalk
EE3B480F	ML09_SE01_Helper_Convo
EE8DA4E1	cine_ruben
EEBEBFC2	Pawn_ST_Rest_LeanWall1V3Post
EED31E99	pawn_st_social_scootoverbsitpre
EEDB13BB	pawn_st_social_convohostile
EEE3F6E4	sm04_se03_jackc_wait
EEE4ACA5	Pawn_ST_Layer_Yawn
EF1D1F4B	ml01_se04_Victim_Stand_Idle
EF545E7F	pawn_st_social_spectatorduo
EF5493DB	pkg_a2lm08_se03b
EFBB463F	Pawn_ST_Rest_Sit2Pre
EFC389F4	ML02_SE01_Boss_Rbst_D
EFCFF593	sm08_se01ufll_boss_exit
F00CCA64	Pawn_ST_Duty_CultivateFieldInterrupt
F01452A6	ML09_SE01_Boss_Convo_Idle
F04B0A7F	Pawn_ST_ChickenSitPre
F04F9A02	ML09_SE01_Boss_GreetAD
F07612E8	ML04_SE01_Helper_Rbst_D
F0A80DB4	sm16_se02b_player_handoverbriefcase
F0BFA0B1	ml01_se03_ChiefsBrother_Sit_idle
F0CE0D5B	ML02_SE01_Helper_Offer
F120C1E3	Pawn_ST_Rest_LeanHoriz2Pre
F14992C4	Pawn_Gest_IntimidationStand
F1597044	Pawn_ST_Rest_DrinkPost
F181AD37	ML01_SE01_Helper_Recap_Idle
F205CC9D	ML05_Base_Boss_Rbst_AA_AC
F20D79A7	Pawn_ST_Social_Awale
F247456C	Pawn_ST_Abort_Guard1
F2780621	Pawn_ST_Rest_SleepBedV1Pre
F2D2679A	Pawn_Generic_Wait
F3191B46	pkg_a2sm05_se01a
F32597B3	ML10_SE01_Boss_Greet_Idle
F32BBB1F	ML10_SE01_Helper_Abort_AA
F353F761	DLC1_Wait
F35E368F	Pawn_ST_Rest_LeanHoriz1Post
F4105B03	sm11_se01apr_boss_wait
F42222A3	ML12_SE05_Teacher_DialA
F4407CB7	Pawn_ST_Rest_PhoneTalk
F44A2A78	Pawn_ST_Rest_CrunchPre
F4550935	ML12_SE01_Helper_Rbst_AB_AD
F46DC48B	pawn_st_abort_sitchair
F47EBEB9	pawn_st_duty_sniperspottera
F49D37AF	ML11_SE01_Helper_Greet_Idle
F51769A5	pawn_gesture_beckonfarwavestand
F51E453C	Pawn_ST_Rest_Eat1Post
F55737D7	sm11_se01apr_boss_exit_idle2
F571B59A	Pawn_ST_Layer_TalkRadio
F5DA6CBD	pawn_gesture_LightFar
F5E2460A	3rdGe_FulB_BspExt01+000Fw_NoWep_I1
F6208F5A	pawn_gesture_handsup2gun
F637BEF4	sm06_se01ufll_boss_exit
F639D6FC	sm08_se01ufll_boss_greet_idle
F6447FA3	sm08_se01ufll_helper_wait
F67FAD7A	DLC1_Jam
F6951E3A	ML02_SE03_Politician_Greet
F6A1CF55	ML01_SE03_ChiefsBrother_DialB_Accept
F6A29745	ML02_SE01_Helper_Recap
F6A49817	ML07_se01_Boss_Offer
F6BD7EE6	pawn_social_aimedat_loop2
F73D6B13	ancor_safehouse_watchtv
F77AD29E	sm08_se01apr_helper_recap_idle
F7DC0D5D	sm03_se02b_ChurchAssault03
F7DD4A6C	BigTruck
F7EBB4AE	sm08_se01apr_boss_briefing
F8048304	sm00_se01_GuardRight1_Event_80
F817501A	Pawn_BuddyRescue_ExitPart2_Anchor
F851114E	ML03_SE01_Helper_Rbst_B
F85D2300	ml00_base_player_sitloop
F8CB89A6	Pawn_ST_Duty_CheckJar
F8E04A10	sm04_se01_corpse01_bounce
F927B764	pawn_hmrhealth_oncoveridleCOver
F956D123	pawn_st_social_firstaidbpost
F95DC5A6	sm03_se02a_marty_waita
F9968589	Pawn_ST_Rest_Lean1_rightpre
F9975F7A	ML05_Base_Boss_Offer
F9E6DE83	ML04_SE03_Informant_Greet_DialA
F9EA1904	sm00_se01_GuardLeft2_Event_80
F9EB2044	BodyWhaWha_BaseLayer_SitTable_ThenSit
F9EE8787	ML01_SE01_Boss_GreetAD
F9F0754B	Pawn_ST_Duty_WipingTable
F9F8BEB6	sm01_av01_dossieranchor
FA033D36	pawn_gesture_LookFar
FA104CB9	pawn_gesture_HurryUpV3
FA13A1FC	sm08_se03ufll_player_brief_aa
FA257C8D	ML08_SE01_Helper_PickUp_File
FA561937	ML07_se01_Boss_GreetAC
FA5DB1E0	ML03_SE01_Boss_GreetAE
FA5DE4C3	ML01_SE03_ChiefsBrother_DialA_Idle
FABA5832	sm00_se01_TaxiDriver_Drive_060
FACA2448	Pawn_ST_Duty_Guard3
FB2F703F	Pawn_ST_Layer_SmokePost
FB350BCA	ml09_se05_buddy
FB5991FC	Pawn_ST_Rest_SitOnGroundV2Pre
FB775FAF	ML09_SE01_Boss_Rbst_B
FB958F0A	Pawn_Generic_BulletReaction
FBAE4A47	pawn_hmrhealth_oncovershootout
FBBE21B6	ML06_SE01_Boss_Abort_AA
FBE2A415	sm04_se03_jackc_brief_aa
FC457AB5	Pawn_Generic_PlantedWeapon
FC6885EB	pawn_buddydown_CradleDegenerate1
FC79C1F0	pawn_st_social_collaborativesurveillancepre
FCCEB2AF	turret_m249
FCE57C24	stp_anchor
FD3075F9	ML03_SE01_Boss_GreetAA
FD464C7B	ML08_SE01_Boss_Rbst_D
FD58AD2D	Pawn_ST_Duty_ExamineMapPre
FD62FDCF	pawn_buddydown_cradleidle1
FD718B2A	ml00_base_Guard_DoorCloseIn
FD76C563	pawn_st_social_sniperspotterbpost
FDAE1EA4	Pawn_ST_Rest_Lean1
FDBCF727	pawn_buddydown_cradlegunchinidle
FDE52EA5	Pawn_ST_Rest_SitChairV1Post
FE1DF2B8	sm08_se03_ufll_JackC_Greet
FE4FC98B	DLC1_Draw
FE5CDCFA	pawn_st_duty_sniperspotterapost
FE64D406	sm10_se02_guard01_DialSpotB
FE6DE37D	ML07_SE03_Minister_Diala
FE9FE8A3	cine_civ04
FEA37A10	Pawn_Gesture_Frame
FECC89F6	BriefingReactions
FED60151	sofa01
FF190C14	sm03_se02a_marty_waitidle
FF58E3D4	sm11_se01apr_boss_accept_idle
FF5D7035	Pawn_Generic_Melee_Charge_Stop_FullBody
FF791383	Pawn_Generic_ProtectFromFire
FFCE5970	Pawn_Generic_Draw
FFEBF54A	Pawn_ST_Rest_SitonGroundV3Abort
FFEEF340	Pawn_ST_Layer_SmokePre
